ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
1ffc3964,More physical excercise,Taking more physical excersise and talking more and spending more time with my spouse.,Spent quality time with my wife while on furlough which seemed to bring us closer psychologically,,More physical excercise. Taking more physical excersise and talking more and spending more time with my spouse.. Spent quality time with my wife while on furlough which seemed to bring us closer psychologically.,physical excercise take physical excersise talk spending time spouse .. spend quality time wife furlough which seemed bring we close psychologically,211,33,0,['1ffc3964'],"['03c42dd6', '05b7650a', '1ffc3964', 'e00deb2a', 'eb6f6fac']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
2048f258,,Need to be careful not to be near anyone. Only shop 1 time a week. cannot go out.,Have to take extra care working and must be shielded at all times,a  different way of working and shopping,Need to be careful not to be near anyone. Only shop 1 time a week. cannot go out.. Have to take extra care working and must be shielded at all times. a  different way of working and shopping,need careful not near anyone shop 1 time week can not go .. take extra care working must shield time different way work shopping,190,38,0,['2048f258'],['2048f258'],"('2048f258',)",36,need careful not near anyone shop 1 time week can not go .. take extra care working must shield time different way work shopping,shopping week click collect supermarket rather call local shop day well meal planning less time commute motorway eat well planned meal,0.209,0.746,8,0.9184845005740528
2075eb1f,Spending far less money on entertainment and petrol.,"I've drank less alcohol, spent more time with family.","Financially better off, due to lockdown.",I have got fitter and lost weight during the pandemic.,"Spending far less money on entertainment and petrol.. I've drank less alcohol, spent more time with family.. Financially better off, due to lockdown.. I have got fitter and lost weight during the pandemic.",spend far less money entertainment petrol .. drank less alcohol spend time family .. financially well due lockdown .. got fitter lose weight pandemic,205,33,0,['2075eb1f'],['2075eb1f'],"('2075eb1f',)",20,less expenditure shop locally time child improve community spirit improve financial situation due nursery closure mortgage holiday .. saving improve financial position,shop less due mother law beconig ill contracting covd wife her paretnst helping go march 2020,0.322,0.704,6,0.6888633754305397
208bff0a,time for family at home,ale to focus on family not work during bereavement due to cancer,had more time with my spouse,Time to care for my bereaved parent,time for family at home. ale to focus on family not work during bereavement due to cancer. had more time with my spouse. Time to care for my bereaved parent,time family home ale focus family not work bereavement due cancer time spouse time care bereaved parent,156,30,0,['208bff0a'],['208bff0a'],"('208bff0a',)",49,family time home improvement project family time household repair getting do time home family time family,able get diy job around house time do diy project around house diy around house free time home do diy,0.29,0.764,6,0.6888633754305397
20cbee08,making more money,making more money,,,making more money. making more money.,make money make money,37,6,0,['20cbee08'],['20cbee08'],"('20cbee08',)",50,money,money cash,0.356,0.745,6,0.6888633754305397
20d0e09d,My road has a WhatsApp group chat so everyone is more friendly towards each other,I won't take people and events for granted,,More of a work-life balance,My road has a WhatsApp group chat so everyone is more friendly towards each other. I won't take people and events for granted.  More of a work-life balance,road whatsapp group chat everyone friendly towards will not take people event grant work life balance,155,28,0,['20d0e09d'],['20d0e09d'],"('20d0e09d',)",14,well community spirit people partnership improve life work relationship work home,bring family close well relationship kid much well balance work personal life workingfrom home time family time well wellbeing,0.366,0.72,10,1.148105625717566
216852a2,,,Not having to commute to work,I don't have a long commute anymore.,Not having to commute to work. I don't have a long commute anymore.,not commute work do not long commute anymore,67,13,0,['216852a2'],"['216852a2', 'cec6b483']","('216852a2', 'cec6b483')",1,not commute work do not long commute anymore,commute,0.16,0.719,11,1.2629161882893227
2174ee02,Reflection ,,,,Reflection .,reflection,12,2,0,['2174ee02'],['2174ee02'],"('2174ee02',)",51,purchase,can not go public like use,0.362,0.685,3,0.34443168771526983
22164259,,less wasteful use of food and more cooking some online learning,,,less wasteful use of food and more cooking some online learning.,less wasteful use food cooking learn,64,11,0,['22164259'],['22164259'],"('22164259',)",52,community spirited cooking healthy meal family feel calm cooking scratch able spend time child feel rest,cook focus work wellbee less wasteful productive save money less commute save money healthy lifestyle,0.265,0.719,11,1.2629161882893227
225a659a,,,,"Hand washing,","Hand washing,",hand washing,13,2,0,['225a659a'],"['225a659a', '9c7ac807']","('225a659a', '9c7ac807')",53,frequancy washing hand,hand washing,0.124,0.879,7,0.8036739380022963
226ed101,I check up on others more.,Restricted movements and access to necessary supplies. Working from home.,,,I check up on others more.. Restricted movements and access to necessary supplies. Working from home..,check other .. restrict movement access necessary supply work home ..,102,16,0,['226ed101'],['226ed101'],"('226ed101',)",54,lock home free time,close people not physically lock less expence,0.35,0.69,5,0.574052812858783
2284c657,More time with husband as he's working from home,More family time,More family time,Family tine,More time with husband as he's working from home. More family time. More family time. Family tine,time husband work home family time family time family tine,97,17,0,['2284c657'],"['2284c657', '65424974', '65b49e68', '6ad0d637', '90a40bc7', 'ae3b5411', 'ddab6104', 'fab5c22d']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
22f3d6ea,People are happy to see others outside of their home. ,More exercise. People talk to each other more now,More time with my daughter,,People are happy to see others outside of their home. . More exercise. People talk to each other more now. More time with my daughter.,people happy see other outside their home exercise people talk time daughter,134,25,0,['22f3d6ea'],['22f3d6ea'],"('22f3d6ea',)",8,less time social medium appreciation little thing life self care appreciation little thing people seem friendly say hi distance when one hour exercise grateful little thing,feel share goal community appreciation what introvert easy without see everyone else social activity time,0.362,0.679,11,1.2629161882893227
2300b1bd,"Taking time for myself - doing yoga every day, having time to exercise, having time for hobbies, spending more time with my partner. Slowing down my pace of life.",A better work life balance. Exercising properly.,Learning more about technology both for my work and personal life. I have connected with people from my past more. I spent more time with my partner. For a part of lockdown I got into good exercise and health routines and felt quite relaxed knowing I didn't have to be anywhere. I've learned that I cope well in a crisis. It has given me perspective on what is important in life.,Saving more money. Investing money in the stock market when the market was low.,"Taking time for myself - doing yoga every day, having time to exercise, having time for hobbies, spending more time with my partner. Slowing down my pace of life.. A better work life balance. Exercising properly.. Learning more about technology both for my work and personal life. I have connected with people from my past more. I spent more time with my partner. For a part of lockdown I got into good exercise and health routines and felt quite relaxed knowing I didn't have to be anywhere. I've learned that I cope well in a crisis. It has given me perspective on what is important in life.. Saving more money. Investing money in the stock market when the market was low.",take time yoga every day time exercise time hobby spend time partner slow pace life .. well work life balance exercise properly .. learn technology work personal life connect people past spend time partner part lockdown get good exercise health routine feel quite relaxed know not anywhere learn cope well crisis give perspective what important life .. save money invest money stock market when market low,674,121,0,['2300b1bd'],['2300b1bd'],"('2300b1bd',)",55,take time yoga every day time exercise time hobby spend time partner slow pace life .. well work life balance exercise properly .. learn technology work personal life connect people past spend time partner part lockdown get good exercise health routine feel quite relaxed know not anywhere learn cope well crisis give perspective what important life .. save money invest money stock market when market low,well diet health conscious thinking healthy also keep home hygienic .. try eat healthily get much need exercise also organise home much need internal decoration achieve put financial plan action foreseeable future retirement force early covid 19,0.145,0.824,7,0.8036739380022963
