,ID,Corpus,clean_text,Topic,Probability
604,b10ccb7a,"closer with family. spending more time with family.  Gotten touch with friends and family through social media. My husband is working remotely and I got an remote job as a contact tracer. more time with spouse, no commute and i got a job working from home as a contact tracer",close family spending time family get touch friend family social medium husband work remotely get remote job contact tracer time spouse commute get job work home contact tracer,-1,0
605,b124efa4,More free time to pursue my hobbies. more free time to pursue my interests. more free time. more free time,free time pursue hobby free time pursue interest free time free time,8,0.763056085
606,b1303f86,"I have been able to communicate with more of my family and friends because they are home.. Eating more home cooked meals, drinking more water. I have gotten to spend more time with my children.. I have been able to spend more time with family, we are cooking meals at home now and my stress level has come down.",able communicate family friend home .. eat home cooked meal drink water get spend time child .. able spend time family cooking meal home stress level come,5,0.975093858
607,b1a7a59b,"Community spirit. Social distancing in restaurants. Cleaner air, quieter streets, better connection with nature",community spirit social distance restaurant clean air quiet street well connection nature,3,0.69009688
608,b1c7486f,Taking more exercise.   More time with family,take exercise time family,0,0.95751962
609,b25e4a19,I can't go to the library.. I have an excuse to be away from people. I have an excuse to be left alone..,can not go library .. excuse away people excuse leave alone ..,3,0.680099221
610,b2dea170,"I'm able to sit online open book exams instead of regular style exams. Less traffic on the roads, more wildlife appearing, more people enjoying the local parks.  Less drinking and spending money",able sit open book exam instead regular style exam less traffic road wildlife appear people enjoy local park less drinking spending money,3,0.688029657
611,b2f707c6,Staying at home.,stay home,7,0.464302495
612,b3254efa,Cleaner Air.,clean air,-1,0
613,b3e92d98,self isolating.,self isolate,-1,0
614,b408b0da,"people seem to be treating each other with more kindness. more time with my child. more time with my son, less social anxiety",people seem treat kindness time child time son less social anxiety,4,0.779594273
615,b40fbd68,more money .,money,-1,0
616,b44139f9,"More free time with my partner.. More free time to pursue my hobbies and interests and learn new skills.. More peace and quiet due to the slower pace of life, inspiration to get fitter and learn new skills/hobbies.. More peaceful quiet neighborhood (during the lockdowns). The ability to do things from home that I usually wouldn't be able to do from home (such as doctor's appointments etc).",free time partner .. free time pursue hobby interest learn new skill .. peace quiet due slow pace life inspiration get fitter learn new skill hobby .. peaceful quiet neighborhood lockdown ability do thing home usually would not able do home doctor appointment etc,8,0.763056085
617,b45ab6b6,spending more time at home with my family and walking exploring our local area.,spending time home family walk explore our local area,-1,0
618,b4667028,I am taking time to enjoy the little things. My relationship with my son is getting stronger.. I have become closer to my son..  I've started writing and publishing my own books,take time enjoy little thing relationship son get strong .. become close son .. start write publishing book,4,0.862017361
